Date,Name,Direction,Tonnage,Type
1859-08-09,Julia,Outbound,250.00,Steamer
1859-08-10,Casen,Outbound,400.00,Bark
1859-08-10,Harriet,Outbound,18.00,Schooner
1859-08-11,Nevada,Outbound,35.00,Schooner
1859-08-12,Mary,Outbound,6.00,Sloop
1859-08-12,Julia,Outbound,250.00,Steamer
1859-08-12,Ranger No. 2,Outbound,49.00,Steamer
1859-08-13,Caroline,Outbound,18.00,Schooner
1859-08-13,Colonist,Outbound,118.00,Schooner
1859-08-13,D. M. Hall,Outbound,263.00,Bark
1859-08-15,Jessie,Outbound,5.00,Schooner
1859-08-15,Otter,Outbound,144.00,Steamer
1859-08-15,Amelia,Outbound,16.00,Schooner
1859-08-15,Eliza Anderson,Outbound,218.00,Steamer
1859-08-15,Harriet,Outbound,18.00,Schooner
1859-08-15,Jenny Ford,Outbound,397.00,Bark
1859-08-15,Get Up and Get,Outbound,40.00,Sloop
1859-08-19,Enterprise,Outbound,17.00,Schooner
1859-08-19,Wild Pigeon,Outbound,18.00,Schooner
1859-08-20,Eliza Anderson,Outbound,218.00,Steamer
1859-08-22,Northerner,Outbound,"1,096.00",Steamer
1859-08-22,Glympse,Outbound,483.00,Bark
1859-08-23,Nevada,Outbound,35.00,Schooner
1859-08-23,Eclipse,Outbound,16.00,Schooner
1859-08-23,Julia,Outbound,250.00,Steamer
1859-08-26,Wild Pigeon,Outbound,18.00,Schooner
1859-08-26,Black Hawk,Outbound,14.00,Schooner
1859-08-26,Amelia,Outbound,16.00,Schooner
1859-08-26,Harriet,Outbound,18.00,Schooner
1859-08-27,Caroline,Outbound,32.00,Schooner
1859-08-29,J. C. Caswell,Outbound,5.00,Sloop
1859-08-30,Colonel Ebey,Outbound,18.00,Schooner
1859-08-30,Gold Hunter,Outbound,280.44,Bark
1859-08-30,Julia,Outbound,250.00,Steamer
1859-08-30,Speck,Outbound,5.00,Schooner
1859-08-31,Kossuth,Outbound,50.00,Schooner
1859-09-01,J. C. Caswell,Outbound,5.00,Schooner
1859-09-01,Leonede,Outbound,14.00,Sloop
1859-09-01,Frederick VII,Outbound,375.00,Ship
1859-09-01,Amelia,Outbound,16.00,Schooner
1859-09-01,W. D. Rice,Outbound,238.00,Brig
1859-09-02,J. C. Caswell,Outbound,5.00,Sloop
1859-09-03,H. C. Page,Outbound,42.00,Schooner
1859-09-04,Black Hawk,Outbound,18.00,Schooner
1859-09-05,Black Diamond,Outbound,5.00,Schooner
1859-09-06,Julia,Outbound,195.00,Steamer
1859-09-07,Colonist,Outbound,18.00,Schooner
1859-09-08,Kossuth,Outbound,50.00,Schooner
1859-09-09,Northerner,Outbound,"1,096.00",Steamer
1859-09-09,Harriet,Outbound,15.00,Schooner
1859-09-09,J. C. Caswell,Outbound,5.00,Schooner
1859-09-10,Speck,Outbound,5.00,Schooner
1859-09-13,Arab,Outbound,498.00,Ship
1859-09-13,Julia,Outbound,194.00,Steamer
1859-09-13,Amelia,Outbound,16.00,Schooner
1859-09-14,Wild Pigeon,Outbound,18.00,Schooner
1859-09-14,Caroline,Outbound,15.00,Schooner
1859-09-16,Elizabeth,Outbound,16.00,Schooner
1859-09-16,Leonede,Outbound,14.00,Sloop
1859-09-17,Flying Mist,Outbound,8.00,Sloop
1859-09-17,Genger,Outbound,357.00,Ship
1859-09-17,J. C. Caswell,Outbound,5.00,Schooner
1859-09-17,Amelia,Outbound,16.00,Schooner
1859-09-18,Restless,Outbound,5.00,Schooner
1859-09-19,Kossuth,Outbound,47.00,Schooner
1859-09-19,Almatia,Outbound,364.00,Bark
1859-09-20,Harriet,Outbound,15.00,Schooner
1859-09-20,Wild Irish Girl,Outbound,5.00,Schooner
1859-09-20,Wild Pigeon,Outbound,18.00,Schooner
1859-09-20,Julia,Outbound,194.00,Steamer
1859-09-22,Amelia,Outbound,16.00,Schooner
1859-09-23,J. C. Caswell,Outbound,5.00,Sloop
1859-09-23,Black Diamond,Outbound,5.00,Schooner
1859-09-24,Tornado,Outbound,166.17,Schooner
1859-09-26,Speck,Outbound,5.00,Schooner
1859-09-26,Northerner,Outbound,"1,012.00",Steamer
1859-09-27,Julia,Outbound,194.00,Steamer
1859-09-27,H. C. Page,Outbound,42.00,Schooner
1859-09-28,Alice Thorndike,Outbound,847.67,Ship
1859-09-28,J. C. Caswell,Outbound,5.00,Sloop
1859-09-29,Amelia,Outbound,16.00,Schooner
1859-09-29,C. S. Kidder,Outbound,9.00,Schooner
1859-09-30,Kossuth,Outbound,57.00,Schooner
1859-09-30,Hartford,Outbound,214.09,Bark
1859-09-30,W. S. Perkins,Outbound,301.85,Bark
1859-10-01,D. M. Hall,Outbound,263.00,Bark
1859-10-03,Get Up and Get,Outbound,5.00,Sloop
1859-10-03,J. C. Caswell,Outbound,5.00,Sloop
1859-10-03,Harriet,Outbound,15.00,Schooner
1859-10-04,Sea Nymph,Outbound,516.00,Bark
1859-10-04,Julia,Outbound,194.00,Steamer
1859-10-04,Speck,Outbound,5.00,Schooner
1859-10-05,Leonede,Outbound,14.00,Sloop
1859-10-06,Caroline,Outbound,32.00,Schooner
1859-10-06,Wild Pigeon,Outbound,14.00,Schooner
1859-10-06,Elizabeth,Outbound,16.00,Schooner
1859-10-07,Wild Duck,Outbound,6.00,Schooner
1859-10-07,H. C. Page,Outbound,42.00,Schooner
1859-10-07,Colonist,Outbound,118.00,Schooner
1859-10-07,J. C. Caswell,Outbound,5.00,Sloop
1859-10-08,Beaver,Outbound,109.00,Steamer
1859-10-10,J. C. Caswell,Outbound,5.00,Sloop
1859-10-11,Panama,Outbound,"1,097.00",Steamer
1859-10-10,Kossuth,Outbound,47.00,Schooner
1859-10-11,Julia,Outbound,194.00,Steamer
1859-10-11,Flying Mist,Outbound,103.00,Schooner
1859-10-11,Tornado,Outbound,165.00,Schooner
1859-10-13,Wild Duck,Outbound,6.00,Schooner
1859-10-13,R. B. Potter,Outbound,66.00,Schooner
1859-10-13,Leonesa,Outbound,230.00,Bark
1859-10-13,May Flower,Outbound,816.00,Ship
1859-10-13,Ork,Outbound,243.00,Bark
1859-10-14,J. C. Caswell,Outbound,5.00,Sloop
1859-10-14,Leonede,Outbound,14.00,Sloop
1859-10-15,Piscatagua,Outbound,14.00,Schooner
1859-10-16,H. C. Page,Outbound,42.00,Schooner
1859-10-17,J. C. Caswell,Outbound,5.00,Sloop
1859-10-17,Harriet,Outbound,15.00,Schooner
1859-10-17,Horsburg,Outbound,542.00,Ship
1859-10-17,Speck,Outbound,5.00,Schooner
1859-10-17,W. Ludwig,Outbound,415.00,Bark
1859-10-18,Julia,Outbound,194.00,Steamer
1859-10-21,Jennet,Outbound,247.00,Bark
1859-10-22,Kossuth,Outbound,47.00,Schooner
1859-10-23,Elizabeth,Outbound,16.00,Schooner
1859-10-23,J. C. Caswell,Outbound,5.00,Sloop
1859-10-24,Leonede,Outbound,14.00,Sloop
1859-10-26,Colonel Ebey,Outbound,18.00,Schooner
1859-10-26,Pronto,Outbound,6.00,Schooner
1859-10-25,Midnight Cry,Outbound,5.00,Sloop
1859-10-26,Flying Mist,Outbound,103.00,Schooner
1859-10-25,Julia,Outbound,194.00,Steamer
1859-10-25,Caroline,Outbound,32.00,Schooner
1859-10-25,Northerner,Outbound,"1,012.00",Steamer
1859-10-27,H. C. Page,Outbound,42.00,Schooner
1859-10-28,Lalla Rookh,Outbound,18.00,Schooner
1859-10-29,Reporter,Outbound,42.00,Schooner
1859-11-01,Otter,Outbound,144.00,Steamer
1859-11-01,Carnatie,Outbound,632.00,Ship
1859-11-01,Harriet,Outbound,15.00,Schooner
1859-11-02,Jenny Ford,Outbound,400.00,Bark
1859-11-02,Norwood,Outbound,849.00,Ship
1859-11-02,Speck,Outbound,5.00,Schooner
1859-11-04,Midnight Cry,Outbound,5.00,Sloop
1859-11-03,Fanny Major,Outbound,226.00,Bark
1859-11-03,Wilson G. Hunt,Outbound,811.00,Steamer
1859-11-02,Kossuth,Outbound,47.00,Schooner
1859-11-04,Lalla Rookh,Outbound,18.00,Schooner
1859-11-05,Amelia,Outbound,16.00,Schooner
1859-11-06,J. C. Caswell,Outbound,5.00,Sloop
1859-11-05,Amos Lawrence / St. Lawrence?,Outbound,"1,394.00",Ship
1859-11-06,H. C. Page,Outbound,42.00,Schooner
1859-11-07,Eliza Anderson,Outbound,279.00,Steamer
1859-11-08,Kossuth,Outbound,57.00,Schooner
1859-11-08,Wilson G. Hunt,Outbound,311.00,Steamer
1859-11-08,Reporter,Outbound,50.00,Schooner
1859-11-08,Glympse,Outbound,483.00,Bark
1859-11-08,W. B. Scranton,Outbound,422.00,Bark
1859-11-09,Satellite,Outbound,824.00,Ship
1859-11-10,Leonidas,Outbound,670.00,Ship
1859-11-10,Northerner,Outbound,"1,012.00",Steamer
1859-11-10,Northerner,Outbound,"1,012.00",Steamer
1859-11-10,Surprise,Outbound,37.00,Schooner
1859-11-10,Harriet,Outbound,16.00,Schooner
1859-11-11,Colonist,Outbound,118.00,Schooner
1859-11-11,J. C. Caswell,Outbound,5.00,Sloop
1859-11-14,Harriet,Outbound,16.00,Schooner
1859-11-15,H. C. Page,Outbound,42.00,Schooner
1859-11-15,R. B. Potter,Outbound,66.00,Schooner
1859-11-15,Eliza Anderson,Outbound,279.00,Steamer
1859-11-15,Wilson G. Hunt,Outbound,311.00,Steamer
1859-11-18,Wild Pigeon,Outbound,18.00,Schooner
1859-11-21,Amelia,Outbound,16.00,Schooner
1859-11-22,King Phillip,Outbound,"1,126.00",Ship
1859-11-22,Flying Mist,Outbound,103.00,Schooner
1859-11-22,Get Up and Get,Outbound,5.00,Sloop
1859-11-23,Wilson G. Hunt,Outbound,311.00,Steamer
1859-11-23,F. Sherman,Outbound,17.00,Sloop
1859-11-23,Caroline,Outbound,32.00,Schooner
1859-11-25,H. C. Page,Outbound,42.00,Schooner
1859-11-26,D. M. Hall,Outbound,263.00,Bark
1859-11-28,Amelia,Outbound,16.00,Schooner
1859-11-28,Midnight Cry,Outbound,5.00,Sloop
1859-11-29,D. M. Rice,Outbound,238.00,Bark
1859-11-29,Wilson G. Hunt,Outbound,311.00,Steamer
1859-11-29,Wild Duck,Outbound,6.00,Schooner
1859-11-30,J. C. Caswell,Outbound,5.00,Sloop
1859-12-01,Almatia,Outbound,473.00,Bark
1859-12-01,Kossuth,Outbound,57.00,Schooner
1859-12-02,H. C. Page,Outbound,42.00,Schooner
1859-12-02,Speck,Outbound,5.00,Schooner
1859-12-03,Otter,Outbound,144.00,Steamer
1859-12-03,Pacific,Outbound,"1,003.00",Steamer
1859-12-03,J. K. Thorndyke,Outbound,14.00,Schooner
1859-12-03,Lalla Rookh,Outbound,18.00,Schooner
1859-12-05,J. C. Caswell,Outbound,5.00,Sloop
1859-12-05,Wild Duck ,Outbound,6.00,Schooner
1859-12-06,Wilson G. Hunt,Outbound,311.00,Steamer
1859-12-06,Pronto,Outbound,6.00,Schooner
1859-12-07,Kossuth,Outbound,57.00,Schooner
1859-12-07,Flying Mist,Outbound,104.00,Schooner
1859-12-08,Manuella,Outbound,153.00,Brig
1859-12-08,Consort,Outbound,225.00,Brig
1859-12-10,Northerner,Outbound,"1,012.00",Steamer
1859-12-10,Amelia,Outbound,16.00,Schooner
1859-12-13,Eliza Anderson,Outbound,279.00,Steamer
1859-12-13,Ork,Outbound,243.00,Bark
1859-12-13,Wild Duck ,Outbound,5.00,Schooner
1859-12-14,Elizabeth,Outbound,18.00,Schooner
1859-12-15,H. C. Page,Outbound,42.00,Schooner
1859-12-15,Reporter,Outbound,50.00,Schooner
1859-12-15,Caroline,Outbound,32.00,Schooner
1859-12-16,Kossuth,Outbound,57.00,Schooner
1859-12-16,Lalla Rookh,Outbound,18.00,Schooner
1859-12-20,Eclipse,Outbound,10.00,Schooner
1859-12-20,Surprise,Outbound,37.00,Schooner
1859-12-20,Eliza Anderson,Outbound,279.00,Steamer
1859-12-21,Wild Duck ,Outbound,6.00,Schooner
1859-12-22,Columbia,Outbound,777.00,Steamer
1859-12-26,J. C. Caswell,Outbound,6.00,Sloop
1859-12-26,Harriet,Outbound,16.00,Schooner
1859-12-27,Leonede,Outbound,14.00,Sloop
1859-12-27,Lalla Rookh,Outbound,18.00,Schooner
1859-12-27,J. K. Thorndyke,Outbound,14.00,Schooner
1859-12-28,J. C. Caswell,Outbound,6.00,Sloop
1859-12-28,Speck,Outbound,5.00,Schooner
1859-12-29,C. S. Kidder,Outbound,9.00,Schooner
1859-12-31,Flying Mist,Outbound,104.00,Schooner
1860-01-01,J. C. Caswell,Outbound,6.00,Sloop
1860-01-02,Louisa,Outbound,5.00,Sloop
1860-01-02,Reporter,Outbound,50.00,Schooner
1860-01-03,Get Up and Get,Outbound,5.00,Sloop
1860-01-03,J. C. Caswell,Outbound,6.00,Sloop
1860-01-06,Nahumkeag,Outbound,298.00,Bark
1860-01-06,Princess Royal,Outbound,"1,201.00",Ship
1860-01-06,Midnight Cry,Outbound,6.00,Sloop
1860-01-06,Leonede,Outbound,6.00,Sloop
1860-01-07,Harriet,Outbound,17.00,Schooner
1860-01-07,Elizabeth,Outbound,18.00,Schooner
1860-01-07,F. Sherman,Outbound,17.00,Sloop
1860-01-07,J. C. Caswell,Outbound,8.00,Sloop
1860-01-02,Jeoniam,Outbound,800.00,Ship
1860-01-08,Amelia,Outbound,16.00,Schooner
1860-01-09,Wild Pigeon,Outbound,18.00,Schooner
1860-01-10,Eliza Anderson,Outbound,279.00,Steamer
1860-01-10,Eliza Anderson,Outbound,279.00,Steamer
1860-01-11,Kossuth,Outbound,47.00,Schooner
1860-01-12,Tornado,Outbound,166.00,Schooner
1860-01-13,Harriet,Outbound,15.00,Schooner
1860-01-14,Columbia,Outbound,777.00,Steamer
1860-01-18,R. B. Potter,Outbound,66.00,Schooner
1860-01-19,Jennet,Outbound,248.00,Bark
1860-01-20,D. M. Hall,Outbound,263.00,Bark
1860-01-23,Pronto,Outbound,6.00,Schooner
1860-01-23,Leonede,Outbound,16.00,Sloop
1860-01-24,Julia,Outbound,194.00,Steamer
1860-01-24,Leonesa,Outbound,230.00,Bark
1860-01-24,Lalla Rookh,Outbound,18.00,Schooner
1860-01-24,R. B. Potter,Outbound,66.00,Schooner
1860-01-24,Eliza Anderson,Outbound,297.00,Steamer
1860-01-24,Eclipse,Outbound,10.00,Schooner
1860-01-27,Panama,Outbound,"1,200.00",Steamer
1860-01-27,Midnight Cry,Outbound,5.00,Sloop
1860-01-27,Elizabeth,Outbound,16.00,Schooner
1860-01-28,Petrel,Outbound,13.00,Schooner
1860-01-28,Charles Davers,Outbound,263.00,Bark
1860-01-28,Lalla Rookh,Outbound,16.00,Schooner
1860-01-31,Eliza Anderson,Outbound,291.00,Steamer
1860-02-01,Kossuth,Outbound,47.00,Schooner
1860-02-01,Amelia,Outbound,18.00,Schooner
1860-02-02,Jenny Ford,Outbound,400.00,Bark
1860-02-02,W. B. Scranton,Outbound,422.00,Bark
1860-02-02,Amelia,Outbound,16.00,Schooner
1860-02-02,Kossuth,Outbound,47.00,Schooner
1860-02-03,Harriet,Outbound,16.00,Schooner
1860-02-03,Colonist,Outbound,118.00,Schooner
1860-02-03,H. C. Page,Outbound,45.00,Schooner
1860-02-04,Speck,Outbound,4.00,Schooner
1860-02-06,Eliza Anderson,Outbound,279.00,Steamer
1860-02-06,Lizzie Roberts,Outbound,3.00,Schooner
1860-02-07,Pronto,Outbound,8.00,Schooner
1860-02-07,Royal Saxon,Outbound,510.00,Bark
1860-02-07,Get Up and Get,Outbound,5.00,Sloop
1860-02-07,Caroline,Outbound,32.00,Schooner
1860-02-08,General Harney,Outbound,74.00,Schooner
1860-02-08,Columbia,Outbound,778.00,Steamer
1860-02-09,Lalla Rookh,Outbound,19.00,Schooner
1860-02-10,Kossuth,Outbound,47.00,Schooner
1860-02-14,F. Sherman,Outbound,17.00,Sloop
1860-02-15,Eliza Anderson,Outbound,278.00,Steamer
1860-02-14,Amelia,Outbound,16.00,Schooner
1860-02-17,H. C. Page,Outbound,47.00,Schooner
1860-02-18,Lalla Rookh,Outbound,16.00,Schooner
1860-02-21,Eliza Anderson,Outbound,279.00,Steamer
1860-02-21,D. M. Rice,Outbound,238.00,Bark
1860-02-21,Perir/Peru,Outbound,700.00,Ship
1860-02-22,Kossuth,Outbound,47.00,Schooner
1860-02-25,Almatia,Outbound,473.00,Bark
1860-02-25,Canton,Outbound,300.00,Bark
1860-02-27,Hznck/Hzuch/Hyaek,Outbound,450.00,Bark
1860-02-27,Willimantic,Outbound,171.00,Bark
1860-02-28,Eliza Anderson,Outbound,279.00,Steamer
1860-02-28,Leonede,Outbound,14.00,Sloop
1860-02-28,Viking,Outbound,262.00,Bark
1860-02-29,Leonede,Outbound,16.00,Sloop
1860-02-28,Panama,Outbound,"1,087.00",Steamer
1860-02-28,Colonel Ebey,Outbound,20.00,Schooner
1860-02-29,Lalla Rookh,Outbound,16.00,Schooner
1860-03-01,Colonist,Outbound,118.00,Schooner
1860-03-02,W. S. Perkins,Outbound,309.00,Bark
1860-03-02,Kossuth,Outbound,47.00,Schooner
1860-03-02,Torrent,Outbound,641.00,Ship
1860-03-03,H. C. Page,Outbound,42.00,Schooner
1860-03-03,Jennet,Outbound,247.00,Bark
1860-03-05,Wild Pigeon,Outbound,18.00,Schooner
1860-03-06,Eliza Anderson,Outbound,279.00,Steamer
1860-03-06,Flying Mist,Outbound,104.00,Schooner
1860-03-06,General Harney,Outbound,73.00,Schooner
1860-03-06,Growler,Outbound,58.00,Schooner
1860-03-06,Harriet,Outbound,16.00,Schooner
1860-03-07,Ork,Outbound,243.00,Bark
1860-03-07,Elizabeth,Outbound,18.00,Schooner
1860-03-07,Kossuth,Outbound,47.00,Schooner
1860-03-07,Get Up and Get,Outbound,5.00,Sloop
1860-03-07,Consort,Outbound,225.00,Brig
1860-03-09,Eliza Anderson,Outbound,279.00,Steamer
1860-03-10,Otter,Outbound,144.00,Steamer
1860-03-10,Sarah Newton,Outbound,20.00,Schooner
1860-03-12,Meg Merriles ,Outbound,52.00,Schooner
1860-03-12,Lucy L Hale,Outbound,400.00,Bark
1860-03-12,H. C. Page,Outbound,42.00,Schooner
1860-03-12,Lalla Rookh,Outbound,16.00,Schooner
1860-03-13,Eliza Anderson,Outbound,279.00,Steamer
1860-03-14,Panama,Outbound,"1,057.00",Steamer
1860-03-14,Kossuth,Outbound,47.00,Schooner
1860-03-16,H. C. Page,Outbound,42.00,Schooner
1860-03-17,R. B. Potter,Outbound,66.00,Schooner
1860-03-19,Leonesa,Outbound,260.00,Bark
1860-03-19,Eliza Anderson,Outbound,279.00,Steamer
1860-03-20,Harriet,Outbound,16.00,Schooner
1860-03-20,Nazarene,Outbound,935.00,Ship
1860-03-20,Whelhelne,Outbound,435.00,Bark
1860-03-21,Elizabeth,Outbound,16.00,Schooner
1860-03-24,Colonist,Outbound,118.00,Schooner
1860-03-26,Caroline,Outbound,34.00,Schooner
1860-03-26,Milwaukee,Outbound,739.00,Ship
1860-03-26,Harriet,Outbound,16.00,Schooner
1860-03-27,Eliza Anderson,Outbound,279.00,Steamer
1860-03-27,D. M. Hall,Outbound,266.00,Bark
1860-03-27,Gold Hunter,Outbound,280.00,Bark
1860-03-27,Kossuth,Outbound,47.00,Schooner
1860-03-27,Glencoe,Outbound,222.00,Brig
1860-03-27,Eliza Anderson,Outbound,279.00,Steamer
1860-03-28,C. S. Kidder,Outbound,9.00,
1860-03-28,Brother Jonathan,Outbound,"1,359.00",Steamer
1860-03-28,Flying Mist,Outbound,103.00,Schooner
1860-03-28,Petrel,Outbound,14.00,Schooner
1860-03-29,Brother Jonathan,Outbound,"1,359.00",Steamer
1860-03-30,W. B. Scranton,Outbound,422.00,Barkentine
1860-03-30,Anna Krell,Outbound,425.00,Bark
1860-03-30,Flying Mist,Outbound,103.00,Schooner
1860-04-02,H. C. Page,Outbound,42.00,Schooner
1860-04-02,J. P. Evans,Outbound,6.00,Sloop
1860-04-03,Lalla Rookh,Outbound,18.00,Schooner
1860-04-03,Eliza Anderson,Outbound,279.00,Steamer
1860-04-06,Elizabeth,Outbound,16.00,Schooner
1860-04-06,Harriet,Outbound,16.00,Schooner
1860-04-06,Petrel,Outbound,14.00,Schooner
1860-04-06,Panama,Outbound,"1,087.00",Steamer
1860-04-09,General Harney,Outbound,66.00,Schooner
1860-04-09,Midnight Cry,Outbound,5.00,Sloop
1860-04-10,Julia,Outbound,194.00,Steamer
1860-04-10,J. C. Caswell,Outbound,6.00,Sloop
1860-04-11,Get Up and Get,Outbound,5.00,Sloop
1860-04-11,Elizabeth,Outbound,15.00,Schooner
1860-04-13,Petrel,Outbound,14.00,Schooner
1860-04-13,Wild Pigeon,Outbound,18.00,Schooner
1860-04-13,Caroline,Outbound,32.00,Schooner
1860-04-14,H. C. Page,Outbound,42.00,Schooner
1860-04-16,Petrel,Outbound,14.00,Schooner
1860-04-16,J. P. Evans,Outbound,6.00,Sloop
1860-04-16,Lalla Rookh,Outbound,15.00,Schooner
1860-04-16,Harriet,Outbound,16.00,Schooner
1860-04-17,L .B. Morris,Outbound,5.00,Sloop
1860-04-17,Colonist,Outbound,118.00,Schooner
1860-04-18,J. C. Caswell,Outbound,5.00,Sloop
1860-04-18,R. B. Potter,Outbound,66.00,Schooner
1860-04-19,Lizzie Roberts,Outbound,5.00,Schooner
1860-04-19,Beaver,Outbound,109.00,Steamer
1860-04-19,Julia,Outbound,194.00,Steamer
1860-04-19,Growler,Outbound,58.00,Schooner
1860-04-20,Harriet,Outbound,15.00,Schooner
1860-04-20,Leonede,Outbound,14.00,Sloop
1860-04-20,Architect,Outbound,399.00,Bark
1860-04-21,H. C. Page,Outbound,42.00,Schooner
1860-04-23,Petrel,Outbound,14.00,Schooner
1860-04-23,Panama,Outbound,"1,087.00",Steamer
1860-04-23,Wilson G. Hunt,Outbound,311.00,Steamer
1860-04-23,Petrel,Outbound,14.00,Schooner
1860-04-25,Otter,Outbound,144.00,Steamer
1860-04-26,Harriet,Outbound,15.00,Schooner
1860-04-28,Lalla Rookh,Outbound,18.00,Schooner
1860-04-28,Beaver,Outbound,109.00,Steamer
1860-04-28,Athelston,Outbound,330.00,Bark
1860-04-28,Shark,Outbound,5.00,Sloop
1860-04-28,J. C. Caswell,Outbound,6.00,Sloop
1860-04-28,W. D. Rice,Outbound,238.00,Brig
1860-04-30,Elizabeth,Outbound,16.00,Schooner
1860-04-30,Leonede,Outbound,14.00,Sloop
1860-04-30,Wilson G. Hunt,Outbound,311.00,Steamer
1860-04-30,Eliza Anderson,Outbound,279.00,Steamer
1860-05-01,Petrel,Outbound,14.00,Schooner
1860-05-02,Little Giant,Outbound,6.00,Sloop
1860-05-02,Lizzie Roberts,Outbound,5.00,Schooner
1860-05-03,Vickery,Outbound,241.00,Bark
1860-05-03,Growler,Outbound,58.00,Schooner
1860-05-03,Manuella,Outbound,153.00,Schooner
1860-05-03,Sarah Newton,Outbound,20.00,Schooner
1860-05-04,Rebecca,Outbound,53.00,Schooner
1860-05-04,Colonist,Outbound,116.00,Schooner
1860-05-05,Black Diamond,Outbound,9.00,Schooner
1860-05-05,Alpha,Outbound,58.00,Schooner
1860-05-07,Eliza Anderson,Outbound,279.00,Steamer
1860-05-07,Dashaway,Outbound,3.00,Sloop
1860-05-07,Wilson G. Hunt,Outbound,311.00,Steamer
1860-05-08,Kate Jennings,Outbound,6.00,Sloop
1860-05-09,J. C. Caswell,Outbound,6.00,Sloop
1860-05-10,Panama,Outbound,"1,087.00",Steamer
1860-05-10,Jenny Ford,Outbound,397.00,Barkentine
1860-05-10,Petrel,Outbound,13.00,Schooner
1860-05-11,Lalla Rookh,Outbound,18.00,Schooner
1860-05-11,Harriet,Outbound,14.00,Schooner
1860-05-11,Kossuth,Outbound,47.00,Schooner
1860-05-11,Wild Pigeon,Outbound,18.00,Schooner
1860-05-11,Leonede,Outbound,14.00,Sloop
1860-05-12,Amelia,Outbound,15.00,Schooner
1860-05-12,Daniel Webster,Outbound,273.00,Bark
1860-05-12,Wilson G. Hunt,Outbound,311.00,Steamer
1860-05-14,J. C. Caswell,Outbound,6.00,Sloop
1860-05-14,C. S. Kidder,Outbound,9.00,Schooner
1860-05-14,Lizzie Roberts,Outbound,5.00,Schooner
1860-05-14,Sarah Newton,Outbound,20.00,Schooner
1860-05-15,Petrel,Outbound,14.00,Schooner
1860-05-15,Shooting Star,Outbound,65.00,Schooner
1860-05-15,Rebecca,Outbound,53.00,Schooner
1860-05-16,Royal Charlie,Outbound,19.00,Schooner
1860-05-16,Elizabeth,Outbound,18.00,Schooner
1860-05-16,Leonesa,Outbound,230.00,Bark
1860-05-17,Kate Jennings,Outbound,6.00,Sloop
1860-05-18,Amelia,Outbound,16.00,Schooner
1860-05-18,Little Giant,Outbound,6.00,Sloop
1860-05-19,Shooting Star,Outbound,65.00,Schooner
1860-05-19,Lalla Rookh,Outbound,18.00,Schooner
1860-05-19,Petrel,Outbound,13.00,Schooner
1860-05-19,Ann Perry,Outbound,348.00,Bark
1860-05-21,Ork,Outbound,243.00,Bark
1860-05-21,Auckland,Outbound,204.00,Bark
1860-05-21,Mary Ann,Outbound,42.00,Schooner
1860-05-21,Wild Pigeon,Outbound,18.00,Schooner
1860-05-21,J. P. Evans,Outbound,6.00,Sloop
1860-05-21,D. M. Hall,Outbound,266.00,Bark
1860-05-21,Kate Jennings,Outbound,6.00,Sloop
1860-05-22,Vernon,Outbound,206.00,Bark
1860-05-22,Eliza Anderson,Outbound,279.00,Steamer
1860-05-22,Lalla Rookh,Outbound,18.00,Schooner
1860-05-22,Petrel,Outbound,13.00,Schooner
1860-05-24,Colonist,Outbound,168.00,Schooner
1860-05-24,Alpha,Outbound,58.00,Schooner
1860-05-23,Caroline,Outbound,32.00,Schooner
1860-05-25,Beaver,Outbound,109.00,Steamer
1860-05-25,Get Up and Get,Outbound,6.00,Sloop
1860-05-25,Lizzie Roberts,Outbound,5.00,Schooner
1860-05-25,John J. Wright (Eliza Anderson?),Outbound,369.00,Steamer
1860-05-25,General Harney,Outbound,71.00,Schooner
1860-05-25,Panama,Outbound,"1,087.00",Steamer
1860-05-26,W. S. Perkins,Outbound,309.00,Bark
1860-05-26,Petrel,Outbound,14.00,Schooner
1860-05-27,Kossuth,Outbound,47.00,Schooner
1860-05-28,General Harney,Outbound,71.00,Schooner
1860-05-29,J. C. Caswell,Outbound,6.00,Sloop
1860-05-29,Rebecca,Outbound,53.00,Schooner
1860-05-29,Eliza Anderson,Outbound,279.00,Steamer
1860-05-30,Flying Mist,Outbound,103.00,Schooner
1860-05-30,Cognito?/Cogrismbo,Outbound,671.00,Ship
1860-05-31,Constitution,Outbound,451.00,Bark
1860-06-01,R. B. Potter,Outbound,66.00,Schooner
1860-06-01,Otter,Outbound,144.00,Steamer
1860-06-02,Simon F. Blunt,Outbound,84.00,Schooner
1860-06-02,Shooting Star,Outbound,65.00,Schooner
1860-06-04,Marie,Outbound,282.00,Bark
1860-06-04,Greyhound,Outbound,3.00,Sloop
1860-06-04,Wild Pigeon,Outbound,18.00,Schooner
1860-06-04,Caroline,Outbound,32.00,Schooner
1860-06-04,Lalla Rookh,Outbound,18.00,Schooner
1860-06-04,Hznck/Hzuch/Hyaek,Outbound,484.00,Bark
1860-06-05,Petrel,Outbound,14.00,Schooner
1860-06-05,Wavelet,Outbound,299.00,Bark
1860-06-05,Eliza Anderson,Outbound,279.00,Steamer
1860-06-05,Mary Ann,Outbound,42.00,Schooner
1860-06-05,Aguila de los Andes,Outbound,482.00,Ship
1860-06-06,Kossuth,Outbound,47.00,Schooner
1860-06-06,Growler,Outbound,58.00,Schooner
1860-06-07,Colonel Ebey,Outbound,19.00,Schooner
1860-06-07,Shooting Star,Outbound,65.00,Schooner
